scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,category,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol
Sambucus mexicana,Sambucus simpsonii; Sambucus canadensis; Sambucus orbiculata; Sambucus nigra ssp. canadensis; Sambucus cerulea var. mexicana; Sambucus caerulea var. mexicana; Sambucus canadensis var. laciniata; Sambucus canadensis var. submollis,American black elderberry,Caprifoliaceae,Sambucus,"Tree, Shrub",Perennial,L48(N)HI(I)PR(N)VI(I)CAN(N),Dicot,7.0,No,White,Spring,Medium,Intolerant,Moderate,SANIC4
Sambucus glauca,Sambucus cerulea; Sambucus caerulea; Sambucus velutina; Sambucus neomexicana; Sambucus nigra ssp. cerulea; Sambucus nigra ssp. caerulea; Sambucus cerulea var. velutina; Sambucus mexicana ssp. cerulea; Sambucus mexicana var. cerulea; Sambucus caerulea var. velutina; Sambucus mexicana ssp. caerulea; Sambucus mexicana var. caerulea; Sambucus cerulea var. neomexicana; Sambucus neomexicana var. vestita; Sambucus caerulea var. neomexicana,blue elderberry,Caprifoliaceae,Sambucus,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,23,No,White,Spring,High,Intermediate,Moderate,SANIC5
Sambucus laciniata,Sambucus nigra ssp. nigra; Sambucus nigra var. laciniata,European black elderberry,Caprifoliaceae,Sambucus,"Tree, Shrub",Perennial,L48(I)CAN(I),Dicot,,,,,,,,SANIN2
Sambucus racemosa,,red elderberry,Caprifoliaceae,Sambucus,"Tree, Shrub",Perennial,L48(N)AK(N)CAN(N),Dicot,,,,,,,,SARA2
Sambucus melanocarpa,Sambucus racemosa var. melanocarpa,Rocky Mountain elder,Caprifoliaceae,Sambucus,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SARAM4
Sambucus pubens,Sambucus callicarpa; Sambucus microbotrys; Sambucus racemosa ssp. pubens; Sambucus racemosa var. pubens; Sambucus racemosa var. racemosa; Sambucus pubens var. arborescens; Sambucus racemosa var. laciniata; Sambucus racemosa var. leucocarpa; Sambucus racemosa var. arborescens; Sambucus racemosa var. microbotrys,red elderberry,Caprifoliaceae,Sambucus,"Shrub, Tree",Perennial,L48(N)AK(N)CAN(N),Dicot,18,No,White,Mid Summer,Low,Intermediate,Moderate,SARAR3
Samyda dodecandra,,guayabilla,Flacourtiaceae,Samyda,"Shrub, Tree",Perennial,PR(N)VI(N),Dicot,,,,,,,,SADO7
Sanchezia speciosa,,shrubby whitevein,Acanthaceae,Sanchezia,Shrub,Perennial,HI(I)PR(I),Dicot,,,,,,,,SASP7
Sansevieria metallica,Sansevieria thyrsiflora; Sansevieria hyacinthoides; Cordyline guineensis,iguanatail,Agavaceae,Sansevieria,"Subshrub, Forb/herb",Perennial,L48(I)PR(I)VI(I),Monocot,,,,,,,,SAHY2
Sansevieria trifasciata,,viper's bowstring hemp,Agavaceae,Sansevieria,"Subshrub, Forb/herb",Perennial,L48(I)PR(I)VI(I),Monocot,,,,,,,,SATR6
Santalum ellipticum,Santalum ellipticum var. littorale,coastal sandalwood,Santalaceae,Santalum,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SAEL2
Santalum freycinetianum,,forest sandalwood,Santalaceae,Santalum,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SAFR4
Santalum freycinetianum var. longifolium,Santalum freycinetianum var. freycinetianum,forest sandalwood,Santalaceae,Santalum,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SAFRF
Santalum lanaiense,Santalum freycinetianum var. lanaiense,Lanai sandalwood,Santalaceae,Santalum,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,SAFRL2
Santalum majus,Santalum involutum; Santalum pyrularium; Santalum pyrularium var. sphaerolithos; Santalum freycinetianum var. pyrularium,forest sandalwood,Santalaceae,Santalum,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SAFRP
Santalum haleakalae,,Haleakala sandalwood,Santalaceae,Santalum,Tree,Perennial,HI(N),Dicot,,,,,,,,SAHA3
Santalum paniculatum,,mountain sandalwood,Santalaceae,Santalum,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SAPA7
Santalum ellipticum var. luteum,Santalum ellipticum var. latifolium; Santalum paniculatum var. chartaceum; Santalum paniculatum var. paniculatum,mountain sandalwood,Santalaceae,Santalum,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SAPAP
Santalum paniculatum var. pilgeri,,Pilger's sandalwood,Santalaceae,Santalum,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,SAPAP2
Santalum salicifolium,,willowleaf sandalwood,Santalaceae,Santalum,Tree,Perennial,HI(N),Dicot,,,,,,,,SASA8
Santolina chamaecyparissus,,lavender cotton,Asteraceae,Santolina,"Subshrub, Shrub",Perennial,L48(I),Dicot,,,,,,,,SACH2
Sapindus mukorossi,,Chinese soapberry,Sapindaceae,Sapindus,Tree,Perennial,L48(I),Dicot,,,,,,,,SAMU6
Sapindus lonomea,Sapindus oahuense; Sapindus oahuensis,lonomea,Sapindaceae,Sapindus,"Shrub, Tree",Perennial,HI(N),Dicot,,,,,,,,SAOA3
Sapindus saponaria,,wingleaf soapberry,Sapindaceae,Sapindus,"Tree, Shrub",Perennial,L48(N)HI(N)PR(N)VI(N),Dicot,,,,,,,,SASA4
Sapindus drummondii,Sapindus saponaria var. drummondii,western soapberry,Sapindaceae,Sapindus,"Tree, Shrub",Perennial,L48(N),Dicot,20,No,White,Spring,High,Intolerant,Long,SASAD
Sapindus marginatus,Sapindus thurstonii; Sapindus saponaria var. saponaria,wingleaf soapberry,Sapindaceae,Sapindus,"Shrub, Tree",Perennial,L48(N)HI(N)PR(N)VI(N),Dicot,,,,,,,,SASAS
Sapium caribaeum,Sapium glandulosum,gumtree,Euphorbiaceae,Sapium,"Shrub, Tree",Perennial,L48(N)VI(N),Dicot,,,,,,,,SAGL5
Sapium aucuparium,Sapium jamaicense; Sapium laurifolium,hinchahuevos,Euphorbiaceae,Sapium,Tree,Perennial,PR(N),Dicot,,,,,,,,SALA25
Sapium laurocerasus,,milktree,Euphorbiaceae,Sapium,Tree,Perennial,PR(N),Dicot,,,,,,,,SALA8
Sarcobatus baileyi,,Bailey's greasewood,Chenopodiaceae,Sarcobatus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SABA14
Sarcobatus vermiculatus,Sarcobatus vermiculatus var. baileyi,greasewood,Chenopodiaceae,Sarcobatus,Shrub,Perennial,L48(N)CAN(N),Dicot,10,No,Green,Spring,High,Intolerant,Long,SAVE4
Sarcocornia pacifica,Salicornia pacifica,Pacific swampfire,Chenopodiaceae,Sarcocornia,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SAPA30
Sarcocornia ambigua,Sarcocornia perennis; Salicornia ambigua; Salicornia perennis; Arthrocnemum perenne,chickenclaws,Chenopodiaceae,Sarcocornia,"Forb/herb, Shrub",Perennial,L48(N)VI(I)CAN(N),Dicot,,,,,,,,SAPE11
Sarcocornia utahensis,Sarcocornia pacifica var. utahensis; Salicornia utahensis,Utah swampfire,Chenopodiaceae,Sarcocornia,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SAUT2
Sasa palmata,,broadleaf bamboo,Poaceae,Sasa,"Shrub, Graminoid, Subshrub",Perennial,L48(I),Monocot,,,,,,,,SAPA31
Sassafras albidum,Sassafras sassafras; Sassafras officinale; Sassafras variifolium; Sassafras albidum var. molle; Laurus albidus; Laurus sassafras,sassafras,Lauraceae,Sassafras,"Tree, Shrub",Perennial,L48(N)CAN(N),Dicot,75,No,Yellow,Late Spring,High,Intolerant,Moderate,SAAL5
Satureja viminea,,serpentine savory,Lamiaceae,Satureja,Shrub,Perennial,PR(N),Dicot,,,,,,,,SAVI7
Saussurea densa,Saussurea nuda var. densa; Saussurea nuda ssp. densa,clustered sawwort,Asteraceae,Saussurea,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SADE3
Saussurea weberi,,Weber's saw-wort,Asteraceae,Saussurea,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SAWE
Sauvagesia erecta,,creole tea,Ochnaceae,Sauvagesia,"Subshrub, Forb/herb","Annual, Perennial",HI(I)PR(I),Dicot,,,,,,,,SAER4
Savia bahamensis,Savia clusiifolia,Bahama maidenbush,Euphorbiaceae,Savia,"Shrub, Tree",Perennial,L48(N),Dicot,,,,,,,,SABA6
Savia sessiliflora,,amansa guapo,Euphorbiaceae,Savia,"Shrub, Tree",Perennial,PR(N)VI(N),Dicot,,,,,,,,SASE6
Scabrethia scabra,,badlands mule-ears,Asteraceae,Scabrethia,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SCSC15
Scabrethia scabra ssp. attenuata,Wyethia scabra var. attenuata,badlands mule-ears,Asteraceae,Scabrethia,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SCSCA2
Scabrethia scabra ssp. canescens,Wyethia scabra var. canescens,badlands mule-ears,Asteraceae,Scabrethia,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SCSCC
Scabrethia scabra ssp. scabra,Wyethia scabra; Wyethia scabra var. scabra,badlands mule-ears,Asteraceae,Scabrethia,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SCSCS5
Scaevola ×cerasifolia,,naupaka,Goodeniaceae,Scaevola,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCCE3
Scaevola chamissoniana,Scaevola chamissoniana var. piccoi; Scaevola chamissoniana var. bracteosa; Scaevola chamissoniana var. hitchcockii; Scaevola chamissoniana var. caerulescens; Scaevola chamissoniana var. cylindrocarpa,naupaka kuahiwi,Goodeniaceae,Scaevola,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCCH3
Scaevola coriacea,,dwarf naupaka,Goodeniaceae,Scaevola,"Subshrub, Forb/herb",Perennial,HI(N),Dicot,,,,,,,,SCCO7
Scaevola skottsbergii,Scaevola gaudichaudiana; Scaevola gaudichaudiana var. pilosa; Scaevola gaudichaudiana var. dentata; Scaevola gaudichaudiana var. stenolithos,mountain naupaka,Goodeniaceae,Scaevola,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCGA2
Scaevola gaudichaudii,,ridgetop naupaka,Goodeniaceae,Scaevola,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCGA3
Scaevola glabra,Scaevola kauaiensis,'ohe naupaka,Goodeniaceae,Scaevola,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCGL5
Scaevola hobdyi,,Hobdy's naupaka,Goodeniaceae,Scaevola,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCHO10
Scaevola kilaueae,Scaevola kilaueae var. powersii,huahekili uka,Goodeniaceae,Scaevola,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCKI
Scaevola mollis,Scaevola procera var. pseudomollis,purple naupaka,Goodeniaceae,Scaevola,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCMO5
Scaevola plumieri,,gullfeed,Goodeniaceae,Scaevola,"Subshrub, Shrub, Forb/herb",Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,SCPL
Scaevola procera,,forest naupaka,Goodeniaceae,Scaevola,"Tree, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCPR
Scaevola sericea,,beach naupaka,Goodeniaceae,Scaevola,Shrub,Perennial,L48(N)HI(N),Dicot,10,Yes,White,Indeterminate,High,Intermediate,Long,SCSE6
Scaevola frutescens,Scaevola sericea var. sericea; Scaevola taccada var. bryanii; Scaevola taccada var. fauriei; Scaevola taccada var. sericea,beach naupaka,Goodeniaceae,Scaevola,Shrub,Perennial,L48(N)HI(N),Dicot,,,,,,,,SCSES
Scaevola taccada,Scaevola sericea var. taccada,beach naupaka,Goodeniaceae,Scaevola,Shrub,Perennial,L48(N)HI(N),Dicot,,,,,,,,SCSET
Schaefferia cuneifolia,,desert yaupon,Celastraceae,Schaefferia,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCCU4
Schaefferia frutescens,,Florida boxwood,Celastraceae,Schaefferia,"Tree, Shrub",Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,SCFR
Schefflera actinophylla,Brassaia actinophylla,octopus tree,Araliaceae,Schefflera,Tree,Perennial,L48(I)HI(I)PR(I)VI(I),Dicot,,,,,,,,SCAC2
Schefflera arboricola,,dwarf umbrella tree,Araliaceae,Schefflera,"Shrub, Tree",Perennial,L48(N),Dicot,,,,,,,,SCAR10
Schefflera elliptica,,bungaruau,Araliaceae,Schefflera,"Vine, Shrub, Tree",Perennial,L48(N),,,,,,,,,SCEL5
Schefflera gleasonii,Didymopanax gleasonii,yuquilla,Araliaceae,Schefflera,"Tree, Shrub",Perennial,PR(N),Dicot,,,,,,,,SCGL6
Schefflera morototonii,Didymopanax morototonii,matchwood,Araliaceae,Schefflera,Tree,Perennial,PR(N)VI(N),Dicot,56,No,White,Fall,Low,Intolerant,Short,SCMO10
Schefflera odorata,,,Araliaceae,Schefflera,Tree,Perennial,,Dicot,,,,,,,,SCOD
Schiedea adamantis,,Diamond Head schiedea,Caryophyllaceae,Schiedea,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCAD
Schiedea amplexicaulis,,Niihau schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCAM3
Schiedea apokremnos,,Kauai schiedea,Caryophyllaceae,Schiedea,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCAP
Schiedea remyi,Schiedea globosa; Schiedea remyi var. foliosa; Schiedea globosa var. foliosior; Schiedea remyi var. multinervia; Schiedea globosa var. graminifolia,globe schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCGL2
Schiedea haleakalensis,,Haleakala schiedea,Caryophyllaceae,Schiedea,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCHA4
Schiedea hawaiiensis,,island schiedea,Caryophyllaceae,Schiedea,"Forb/herb, Subshrub, Vine",Perennial,HI(N),Dicot,,,,,,,,SCHA5
Schiedea implexa,,Auwahi schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCIM
Schiedea jacobii,,Jacobi's schiedea,Caryophyllaceae,Schiedea,Subshrub,Perennial,HI(N),Dicot,,,,,,,,SCJA2
Schiedea kaalae,Schiedea kaalae var. acutifolia,Oahu schiedea,Caryophyllaceae,Schiedea,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCKA
Schiedea kauaiensis,,Kauai schiedea,Caryophyllaceae,Schiedea,Subshrub,Perennial,HI(N),Dicot,,,,,,,,SCKA4
Schiedea kealiae,,Waianae Range schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCKE
Schiedea laui,,,Caryophyllaceae,Schiedea,"Forb/herb, Subshrub",Perennial,HI(N),Dicot,,,,,,,,SCLA16
Schiedea ligustrina,Schiedea ligustrina var. nematopoda,privetleaf schiedea,Caryophyllaceae,Schiedea,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCLI4
Schiedea lydgatei,Schiedea lydgatei var. attenuata,Kamalo Gulch schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCLY2
Schiedea mannii,,ridgetop schiedea,Caryophyllaceae,Schiedea,Shrub,Perennial,HI(N),Dicot,,,,,,,,SCMA4
Schiedea membranacea,,papery schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCME2
Schiedea menziesii,Schiedea menziesii var. forbesii; Schiedea menziesii var. lihauensis; Schiedea menziesii var. spergulacea,Menzies' schiedea,Caryophyllaceae,Schiedea,"Shrub, Subshrub",Perennial,HI(N),Dicot,,,,,,,,SCME3
Schiedea nuttallii,Schiedea nuttallii var. lihuensis; Schiedea nuttallii var. pauciflora,valley schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCNU3
Schiedea salicaria,,royal schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCSA3
Schiedea sarmentosa,,cliff schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCSA4
Schiedea spergulina,,canyon schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCSP
Schiedea spergulina var. major,Schiedea spergulina var. leiopoda,canyon schiedea,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCSPL
Schiedea spergulina var. spergulina,Schiedea spergulina var. degeneriana,canyon schiedea,Caryophyllaceae,Schiedea,"Shrub, Subshrub",Perennial,HI(N),Dicot,,,,,,,,SCSPS
Schiedea stellarioides,Schiedea stellarioides var. brevifolia; Schiedea stellarioides var. longifolia; Schiedea stellarioides var. implexoides; Schiedea stellarioides var. hillebrandii,lau lihilihi,Caryophyllaceae,Schiedea,"Subshrub, Shrub",Perennial,HI(N),Dicot,,,,,,,,SCST3
Schinus longifolius,,longleaf peppertree,Anacardiaceae,Schinus,"Tree, Shrub",Perennial,L48(I),Dicot,,,,,,,,SCLO2
Schinus molle,,Peruvian peppertree,Anacardiaceae,Schinus,Tree,Perennial,L48(I)HI(I)PR(I),Dicot,,,,,,,,SCMO
Schinus polygamus,,Hardee peppertree,Anacardiaceae,Schinus,"Shrub, Tree",Perennial,L48(I),Dicot,,,,,,,,SCPO7
Schinus terebinthifolia,Schinus terebinthifolius,Brazilian peppertree,Anacardiaceae,Schinus,"Tree, Shrub",Perennial,L48(I)HI(I)PR(I)VI(I),Dicot,30,Yes,White,Summer,Low,Intolerant,Moderate,SCTE
Schinus terebinthifolius var. raddianus,,Brazilian peppertree,Anacardiaceae,Schinus,"Shrub, Tree",Perennial,L48(I)HI(I)PR(I)VI(I),Dicot,,,,,,,,SCTER2
Schizolobium parahybum,,Brazilian firetree,Fabaceae,Schizolobium,Tree,Perennial,PR(I),Dicot,,,,,,,,SCPA23
Schizostachyum glaucifolium,,Polynesian 'ohe,Poaceae,Schizostachyum,"Subshrub, Shrub, Graminoid",Perennial,HI(I),Monocot,,,,,,,,SCGL
Schlegelia brachyantha,Schlegelia portoricensis,higuerito de sierra,Bignoniaceae,Schlegelia,"Vine, Shrub",Perennial,PR(N),Dicot,,,,,,,,SCBR5
Schleinitzia fosbergii,,strand tangantangan,Fabaceae,Schleinitzia,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCFO2
Schlumbergera truncata,Epiphyllum truncatum; Zygocactus truncatus,false Christmas cactus,Cactaceae,Schlumbergera,Shrub,Perennial,HI(I),Dicot,,,,,,,,SCTR2
Schoenocrambe linearifolia,Sisymbrium linearifolium; Thelypodiopsis linearifolia; Hesperidanthus linearifolius,slimleaf plainsmustard,Brassicaceae,Schoenocrambe,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SCLI12
Schoepfia arenaria,,arana,Olacaceae,Schoepfia,"Shrub, Tree",Perennial,PR(N),Dicot,,,,,,,,SCAR2
Schoepfia obovata,,white beefwood,Olacaceae,Schoepfia,"Tree, Shrub",Perennial,PR(N)VI(N),Dicot,,,,,,,,SCOB
Schoepfia schreberi,Schoepfia chrysophylloides,gulf graytwig,Olacaceae,Schoepfia,"Tree, Shrub",Perennial,L48(N)PR(N)VI(N),Dicot,,,,,,,,SCSC3
Schradera vahlii,Schradera exotica; Urceolaria exotica,yellowshrub,Rubiaceae,Schradera,"Vine, Shrub",Perennial,PR(N),Dicot,,,,,,,,SCEX2
Sclerocactus brevispinus,Sclerocactus whipplei var. ilseae; Sclerocactus wetlandicus var. ilseae,Pariette cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCBR12
Sclerocactus glaucus,Sclerocactus whipplei var. glaucus; Pediocactus glaucus; Echinocactus glaucus,Colorado hookless cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCGL3
Sclerocactus mesae-verdae,Coloradoa mesae-verdae; Pediocactus mesae-verdae; Echinocactus mesae-verdae,Mesa Verde fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCME4
Sclerocactus nyensis,,Nye County fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCNY
Sclerocactus papyracanthus,Toumeya papyracantha; Pediocactus papyracanthus; Echinocactus papyracanthus,paperspine fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPA10
Sclerocactus parviflorus,,smallflower fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPA9
Sclerocactus havasupaiensis,Sclerocactus parviflorus ssp. havasupaiensis; Pediocactus parviflorus ssp. havasupaiensis,smallflower fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPAH
Sclerocactus intermedius,Sclerocactus whipplei var. intermedius; Sclerocactus parviflorus ssp. intermedius; Sclerocactus parviflorus var. blessingiae; Sclerocactus parviflorus var. intermedius; Echinocactus whipplei var. intermedius,intermediate fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPAI2
Sclerocactus cloveriae,Sclerocactus contortus; Sclerocactus whipplei var. heilii; Sclerocactus whipplei var. roseus; Sclerocactus cloveriae ssp. brackii; Sclerocactus whipplei var. reevesii; Sclerocactus parviflorus ssp. parviflorus,smallflower fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPAP
Sclerocactus terrae-canyonae,Sclerocactus parviflorus ssp. terrae-canyonae,longspine fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPAT
Sclerocactus polyancistrus,Echinocactus polyancistrus,redspined fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPO4
Sclerocactus pubispinus,,Great Basin fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCPU6
Sclerocactus sileri,Sclerocactus pubispinus var. sileri,Siler fishhook cactus,Cactaceae,Sclerocactus,Subshrub,Perennial,L48(N),Dicot,,,,,,,,SCSI3
Sclerocactus spinosior,,desert valley fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCSP2
Sclerocactus blainei,Sclerocactus schlesseri; Sclerocactus spinosior ssp. blainei,Blaine fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCSPB
Sclerocactus whipplei var. spinosior,Sclerocactus spinosior ssp. spinosior; Sclerocactus pubispinus var. spinosior; Echinocactus whipplei var. spinosior,desert valley fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCSPS2
Sclerocactus wetlandicus,,Uinta Basin hookless cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCWE
Sclerocactus whipplei,Pediocactus whipplei; Echinocactus whipplei,Whipple's fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCWH
Sclerocactus wrightiae,,Wright's fishhook cactus,Cactaceae,Sclerocactus,Shrub,Perennial,L48(N),Dicot,,,,,,,,SCWR
Scolosanthus multiflorus,Scolosanthus grandifolius,espuela de galan,Rubiaceae,Scolosanthus,Shrub,Perennial,PR(N),Dicot,,,,,,,,SCGR5
Scolosanthus densiflorus,Scolosanthus portoricensis,maricao,Rubiaceae,Scolosanthus,Shrub,Perennial,PR(N),Dicot,,,,,,,,SCPO9
Scolosanthus versicolor,,Puerto Rico devilbrush,Rubiaceae,Scolosanthus,Shrub,Perennial,PR(N)VI(N),Dicot,,,,,,,,SCVE4
Scoparia dulcis,,licorice weed,Scrophulariaceae,Scoparia,"Forb/herb, Subshrub","Annual, Perennial",L48(N)PR(N)VI(N),Dicot,,,,,,,,SCDU3
Scrophularia marilandica,,carpenter's square,Scrophulariaceae,Scrophularia,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),Dicot,,,,,,,,SCMA2
Scrophularia villosa,,Santa Catalina figwort,Scrophulariaceae,Scrophularia,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SCVI
Scutellaria laevis,,Culberson County skullcap,Lamiaceae,Scutellaria,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SCLA4
Scutellaria potosina,,Mexican skullcap,Lamiaceae,Scutellaria,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SCPO5
Scutellaria potosina ssp. platyphylla,,Mexican skullcap,Lamiaceae,Scutellaria,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SCPOP2
Scutellaria platyphylla,Scutellaria potosina ssp. platyphylla var. platyphylla,Mexican skullcap,Lamiaceae,Scutellaria,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SCPOP4
Scutellaria potosina ssp. potosina,,Mexican skullcap,Lamiaceae,Scutellaria,"Forb/herb, Subshrub",Perennial,L48(N),Dicot,,,,,,,,SCPOP3
Scutellaria tessellata,Scutellaria potosina ssp. parviflora; Scutellaria potosina ssp. potosina var. tessellata,Mexican skullcap,Lamiaceae,Scutellaria,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,SCPOT
Scutellaria resinosa,Scutellaria wrightii; Scutellaria brevifolia; Scutellaria resinosa var. brevifolia,sticky skullcap,Lamiaceae,Scutellaria,"Subshrub, Forb/herb",Perennial,L48(N),Dicot,,,,,,,,"SCRE3,SCWR2"
