scientific_name,common_name,synonyms,family,genus,growth_habit,height_mature_ft,catalog_source
Salvia lyrata 'Purple Knockout',Cultivar of Lyre-leaved Sage,,Lamiaceae,Salvia,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Salvia nemorosa 'Caradonna',Cultivar of Balkan Clary,,Lamiaceae,Salvia,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Salvia x sylvestris 'Mainacht',Cultivar of Wood Sage,|Salvia nemorosa 'May Night'|,Lamiaceae,Salvia,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus canadensis,Elderberry,,Adoxaceae,Sambucus,Shrub,12.1,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus ebulus,Dwarf Elder,,Adoxaceae,Sambucus,Herbaceous,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus nigra,Black Elderberry,,Adoxaceae,Sambucus,Intermediate (shrub/tree),13.1,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus nigra ssp. cerulea,Blue Elderberry,|Sambucus cerulea|,Adoxaceae,Sambucus,Intermediate (shrub/tree),2.0,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus pubens,,|Sambucus racemosa ssp. pubens|,Adoxaceae,Sambucus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus racemosa,European Red Elder,|Sambucus callicarpa|,Adoxaceae,Sambucus,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus sibirica,Siberian Elder,,Adoxaceae,Sambucus,,,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus sieboldiana,Siebold Elderberry,|Sambucus racemosa ssp. sieboldiana|,Adoxaceae,Sambucus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus sieboldiana var. miquelii,Japanese Red Elder,|Sambucus buergeriana|,Adoxaceae,Sambucus,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus sieboldiana var. sieboldiana,Siebold Elderberry,,Adoxaceae,Sambucus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sambucus williamsii,,,Adoxaceae,Sambucus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sanguinaria canadensis 'Multiplex',Double Bloodroot,,Papaveraceae,Sanguinaria,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sanguisorba 'Blackthorn',Cultivar of Burnet,,Rosaceae,Sanguisorba,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sanguisorba 'Chocolate Tip',Cultivar of Burnet,,Rosaceae,Sanguisorba,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sanguisorba 'Lilac Squirrel',Cultivar of Burnet,,Rosaceae,Sanguisorba,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sanguisorba canadensis,Canadian Burnet,,Rosaceae,Sanguisorba,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sanguisorba officinalis var. microcephala 'Little Angel',Cultivar of Burnet,,Rosaceae,Sanguisorba,,,Arnold Arboretum living collection (Arboretum Explorer)
Sanguisorba sp.,,,Rosaceae,Sanguisorba,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sapindus drummondii,Western Soapberry,|Sapindus saponaria var. drummondii|,Sapindaceae,Sapindus,Tree,5.2,Arnold Arboretum living collection (Arboretum Explorer)
Sarcococca confusa,,,Buxaceae,Sarcococca,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Sarcococca hookeriana var. digyna,Sweetbox,|Sarcococca humilis var. digyna|Sarcococca humilis|Sarcococca hookeriana var. humilis|,Buxaceae,Sarcococca,Intermediate (shrub/tree),1.0,Arnold Arboretum living collection (Arboretum Explorer)
Saruma henryi,Upright Wild Ginger,,Aristolochiaceae,Saruma,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sasa senanensis,Senan Bamboo,|Sasa palmata|,Poaceae,Sasa,Herbaceous,7.9,Arnold Arboretum living collection (Arboretum Explorer)
Sasa veitchii,Veitch Bamboo,,Poaceae,Sasa,Herbaceous,2.3,Arnold Arboretum living collection (Arboretum Explorer)
Sasaella masamuneana 'Albostriata',,,Poaceae,Sasaella,,,Arnold Arboretum living collection (Arboretum Explorer)
Sassafras albidum,Sassafras,|Sassafras variifolium|Sassafras albidum var. molle|Sassafras albidum var. albidum|,Lauraceae,Sassafras,Tree,6.2,Arnold Arboretum living collection (Arboretum Explorer)
Sassafras tzumu,,|Sassafras tsumii|,Lauraceae,Sassafras,Tree,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Schisandra chinensis,Magnolia-vine,,Schisandraceae,Schisandra,Vine,2.3,Arnold Arboretum living collection (Arboretum Explorer)
Schisandra glaucescens,,,Schisandraceae,Schisandra,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Schisandra sphenanthera,,|Schisandra athenanthera|Schisandra grandiflora var. rubriflora rubriflora|,Schisandraceae,Schisandra,Vine,1.0,Arnold Arboretum living collection (Arboretum Explorer)
Schizachyrium scoparium,Little Bluestem,,Poaceae,Schizachyrium,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Schizachyrium scoparium var. scoparium,Little Bluestem,,Poaceae,Schizachyrium,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Schizophragma aff. megalocarpa,,,Hydrangeaceae,Schizophragma,Vine,2.0,Arnold Arboretum living collection (Arboretum Explorer)
Schizophragma hydrangeoides,Japanese Climbing Hydrangea,,Hydrangeaceae,Schizophragma,Vine,4.9,Arnold Arboretum living collection (Arboretum Explorer)
Schizophragma hydrangeoides 'Moonlight',Cultivar of Japanese Hydrangea Vine,,Hydrangeaceae,Schizophragma,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Schizophragma hydrangeoides 'Roseum',Cultivar of Japanese Hydrangea Vine,,Hydrangeaceae,Schizophragma,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Schizophragma hydrangeoides var. hydrangeoides,Japanese Hydrangea Vine,,Hydrangeaceae,Schizophragma,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Sciadopitys verticillata,Umbrella Pine,,Sciadopityaceae,Sciadopitys,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Securigera varia,Purple Crown Vetch,|Coronilla varia|,Fabaceae,Securigera,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Senna hebecarpa,Northern Wild Senna,,Fabaceae,Senna,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sequoia sempervirens,Coast Redwood,,Cupressaceae,Sequoia,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sequoiadendron giganteum,Giant Sequoia,,Cupressaceae,Sequoiadendron,Tree,23.0,Arnold Arboretum living collection (Arboretum Explorer)
Sequoiadendron giganteum 'Hazel Smith',Cultivar of Sierra Redwood,,Cupressaceae,Sequoiadendron,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sequoiadendron giganteum 'Idaho Endurance',,,Cupressaceae,Sequoiadendron,Tree,3.3,Arnold Arboretum living collection (Arboretum Explorer)
Sericocarpus asteroides,Toothed White-Topped Aster,,Asteraceae,Sericocarpus,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sericocarpus linifolius,Narrow-Leaf White-Topped Aster,,Asteraceae,Sericocarpus,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Shepherdia argentea,Silver Buffaloberry,,Elaeagnaceae,Shepherdia,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Shibataea kumasaca,Kuma Bamboo,,Poaceae,Shibataea,Herbaceous,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Sibbaldiopsis tridentata,Three-Toothed Cinquefoil,|Potentilla tridentata|,Rosaceae,Sibbaldiopsis,Herbaceous,0.8,Arnold Arboretum living collection (Arboretum Explorer)
Sibbaldiopsis tridentata 'White Cloud',Cultivar of Three-Toothed Cinquefoil,,Rosaceae,Sibbaldiopsis,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sibiraea angustata,,|Sibiraea laevigata var. angustata|Sibiraea argutata|,Rosaceae,Sibiraea,Shrub,1.0,Arnold Arboretum living collection (Arboretum Explorer)
Sibiraea laevigata,,|Sibiraea altaiensis|Sibiraea laevigata var. croatica|,Rosaceae,Sibiraea,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Sideroxylon lanuginosum ssp. oblongifolium,Gum Bully,|Bumelia lanuginosa var. oblongifolia|Bumelia lanuginosa ssp. lanuginosa var. oblongifolia|,Sapotaceae,Sideroxylon,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Silene polypetala x virginica,,,Caryophyllaceae,Silene,,,Arnold Arboretum living collection (Arboretum Explorer)
Sinarundinaria nitida 'Eisenach',,,Poaceae,Sinarundinaria,,,Arnold Arboretum living collection (Arboretum Explorer)
Sinojackia rehderiana,,,Styracaceae,Sinojackia,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sinojackia xylocarpa,,,Styracaceae,Sinojackia,Tree,18.7,Arnold Arboretum living collection (Arboretum Explorer)
Sinowilsonia henryi,,,Hamamelidaceae,Sinowilsonia,Tree,8.2,Arnold Arboretum living collection (Arboretum Explorer)
Skimmia japonica,Japanese Skimmia,,Rutaceae,Skimmia,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Smilax hispida,Bristly Greenbrier,|Smilax tamnoides|,Smilacaceae,Smilax,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Smilax rotundifolia,Common Greenbrier,|Smilax rotundifolia var. quadrangularis|Smilax quadrangulata|,Smilacaceae,Smilax,Vine,2.0,Arnold Arboretum living collection (Arboretum Explorer)
Smilax sieboldii,Siebold Greenbrier,|Smilax sieboldii var. inermis|,Smilacaceae,Smilax,Vine,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago bicolor,White Goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago caesia,Axillary Goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago caesia var. caesia,Axillary Goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago flexicaulis,Zig-Zag Goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago juncea,Early Goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago nemoralis,Gray Goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago odora var. odora,anise-scented goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago puberula,Downy Goldendrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Solidago rugosa,Rough-Stemmed Goldenrod,,Asteraceae,Solidago,Herbaceous,,Arnold Arboretum living collection (Arboretum Explorer)
Sophora davidii,,|Sophora viciifolia|Sophora vicifolia|Caragana chamlagu|,Fabaceae,Sophora,Intermediate (shrub/tree),8.5,Arnold Arboretum living collection (Arboretum Explorer)
Sorbaria kirilowii,Chinese Sorbaria,|Sorbaria arborea|Sorbaria assurgens|Sorbaria arborea var. glabrata|Sorbaria arborea var. subtomentosa|Spiraea assurgens|,Rosaceae,Sorbaria,Shrub,19.0,Arnold Arboretum living collection (Arboretum Explorer)
Sorbaria sorbifolia,Siberian Flase Spirea,|Spiraea sorbifolia|,Rosaceae,Sorbaria,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbaria sorbifolia forma glandulosa,Variety of Ural False-spirea,,Rosaceae,Sorbaria,Shrub,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Sorbaria sorbifolia var. stellipila,Starry Siberian Flase Spirea,|Sorbaria stellipila|,Rosaceae,Sorbaria,Shrub,3.9,Arnold Arboretum living collection (Arboretum Explorer)
Sorbaria sp.,,,Rosaceae,Sorbaria,Tree,5.6,Arnold Arboretum living collection (Arboretum Explorer)
Sorbaria tomentosa,Himalayan Sorbaria,|Sorbaria lindleyana|,Rosaceae,Sorbaria,Shrub,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Sorbaria x (x Sorbocotoneaster pozdnjakovii),,|Sorbaria x (x Sorbocotoneaster pozdjakovii)|,Rosaceae,Sorbaria,,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus 'Carpet of Gold',,,Rosaceae,Sorbus,,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus 'Hillings Spire',,,Rosaceae,Sorbus,,14.0,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus 'Jackman's Crimson',,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus 'Wilfrid Fox',Cultivar of Sorbus,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus alnifolia,Densehead Mountain Ash,|Aria alnifolia|Sorbus alnifolia var. submollis|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
"Sorbus alnifolia ""Columnar Form""",,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus alnifolia 'Rigida',Cultivar of Densehead Mountain-ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus alnifolia var. lasiocarpa,,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus americana,American Mountain Ash,|Pyrus americana|,Rosaceae,Sorbus,Intermediate (shrub/tree),7.2,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus amurensis,,|Sorbus pohuashanensis|,Rosaceae,Sorbus,Tree,4.0,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aria,Common Whitebeam,|Pyrus aria|Sorbus majestica|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aria var. salicifolia,Willowleaf Whitebeam Mountain-ash,|Sorbus salicifolia|Sorbus rupicola|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus arnoldiana x alnifolia,,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia,European Mountain Ash,|Pyrus aucuparia|Sorbus boissieri|Sorbus glabrata|Sorbus caucasigena|,Rosaceae,Sorbus,Tree,4.8,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia 'Aspleniifolia',Cutleaf European Mountain-ash,|Sorbus aucuparia forma asplenifolia|Sorbus aucuparia forma laciniata|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia 'Beissneri',Cultivar of European Mountain Ash,|Sorbus aucuparia forma beissneri|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia 'Cardinal Royal',Cultivar of European Mountain-ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia 'Cole's Columnar',Cultivar of European Mountain-ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia 'Pendula Variegata',Cultivar of European Mountain-ash,,Rosaceae,Sorbus,Tree,15.0,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia 'Sheerwater Seedling',Cultivar of European Mountain-ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia ssp. sibirica,Variety of European Mountain-ash,|Sorbus sibirica|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia var. edulis,Moravian Mountain-ash,|Sorbus aucuparia var. dulcis|Sorbus aucuparia var. moravica|Sorbus aucuparia 'Edulis'|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus aucuparia var. rossica,Russian Mountain-ash,|Sorbus aucuparia 'Rossica'|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus cashmiriana,Kashmir Mountain Ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus commixta,Asian Mountain Ash,|Sorbus wilfordii|Sorbus aucuparia var. japonica|Sorbus serotina|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus commixta var. rufoferruginea,,|Sorbus rufoferruginea|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus commixta x aucuparia,,,Rosaceae,Sorbus,,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus decora,Northern Mountain Ash,,Rosaceae,Sorbus,Intermediate (shrub/tree),3.0,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus decora 'Nana',Cultivar of Showy Mountain-ash,|Sorbus decora var. nana|Sorbus scopulina|,Rosaceae,Sorbus,Shrub,7.4,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus devoniensis,Devon Whitebeam,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus discolor,Snowberry Mountain Ash,|Pyrus discolor|Pyrus pekinensis|Sorbus pekinensis|Sorbus discolor var. pekinensis|Pyrus aucuparia var. discolor|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus domestica,Servicetree,|Pyrus domestica|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus esserteauiana,Chinese Mountain Ash,,Rosaceae,Sorbus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus esserteauiana hybrid,,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus esserteauiana x aucuparia,,,Rosaceae,Sorbus,,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus forrestii,Forrest's Mountain Ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus gayeriana,,,Rosaceae,Sorbus,,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus hemsleyi,,|Sorbus xanthoneura|Aria hemsleyi|,Rosaceae,Sorbus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus hupehensis,Hubei Mountain Ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus hybrida,Oakleaf Mountain Ash,|Sorbus hybrida 'Meinichii'|Sorbus hybrida var. meinichii|Sorbus x meinichii|,Rosaceae,Sorbus,Tree,4.3,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus hybrida 'Gibbsii',Cultivar of Oakleaf Mountain-ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus hybrida var. serrata,Variety of Oakleaf Mountain-ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus intermedia,Swedish Whitebeam,|Pyrus intermedia|Sorbus scandica|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus intermedia var. minima,Variety of Swedish Mountain-ash,|Sorbus minima|Pyrus minima|,Rosaceae,Sorbus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus intermedia var. pinnatifolia,Variety of Swedish Mountain-ash,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus japonica,Japanese Mountain-ash,|Aria japonica|,Rosaceae,Sorbus,Tree,8.5,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus koehneana,Koehne Mountain Ash,,Rosaceae,Sorbus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus lancifolia,,,Rosaceae,Sorbus,Shrub,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus latifolia agg.,,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus leyana,Ley's Whitebeam,|Sorbus leyanus|,Rosaceae,Sorbus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus megalocarpa,,,Rosaceae,Sorbus,Intermediate (shrub/tree),1.6,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus megalocarpa var. cuneata,,|Aria megalocarpa var. cuneata|,Rosaceae,Sorbus,Intermediate (shrub/tree),,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus mougeotii,Mougeot's Whitebeam,,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
Sorbus oligodonta,,|Sorbus glabrescens|,Rosaceae,Sorbus,Tree,,Arnold Arboretum living collection (Arboretum Explorer)
